100.0000000,107.3494936,103.6747468,0.0000000
107.3494936,115.2391377,111.5643909,0.0000000
115.2391377,123.7086307,120.0338840,0.0000000
123.7086307,132.8005886,129.1258418,0.0000000
132.8005886,142.5607594,138.8860126,0.0000000
142.5607594,153.0382532,149.3635064,0.0000000
153.0382532,164.2857898,160.6110430,0.0000000
164.2857898,176.3599634,172.6852166,0.0000000
176.3599634,189.3215276,185.6467808,0.0000000
189.3215276,203.2357011,199.5609543,0.0000000
203.2357011,218.1724959,214.4977491,0.0000000
218.1724959,234.2070695,230.5323227,0.0000000
234.2070695,251.4201030,247.7453562,0.0000000
251.4201030,269.8982073,266.2234606,0.0000000
269.8982073,289.7343588,286.0596120,0.0000000
289.7343588,311.0283669,307.3536201,0.0000000
311.0283669,333.8873767,330.2126299,0.0000000
333.8873767,358.4264080,354.7516613,0.0000000
358.4264080,384.7689339,381.0941871,0.0000000
384.7689339,413.0475020,409.3727552,0.0000000
413.0475020,443.4044016,439.7296548,2244.0000000
443.4044016,475.9923797,472.3176329,192262.0000000
475.9923797,510.9754091,507.3006623,251805.0000000
510.9754091,548.5295139,544.8547672,254408.0000000
548.5295139,588.8436554,585.1689086,258121.0000000
588.8436554,632.1206820,628.4459352,275760.0000000
632.1206820,678.5783510,674.9036042,349408.0000000
678.5783510,728.4504233,724.7756765,437899.0000000
728.4504233,781.9878404,778.3130936,539926.0000000
781.9878404,839.4599865,835.7852397,607816.0000000
839.4599865,901.1560443,897.4812975,672914.0000000
901.1560443,967.3864500,963.7117032,676198.0000000
967.3864500,1038.4844550,1034.8097082,626211.0000000
1038.4844550,1114.8078034,1111.1330566,580606.0000000
1114.8078034,1196.7405313,1193.0657845,693762.0000000
1196.7405313,1284.6948998,1281.0201530,932258.0000000
1284.6948998,1379.1134690,1375.4387222,937252.0000000
1379.1134690,1480.4713249,1476.7965781,571496.0000000
1480.4713249,1589.2784699,1585.6037231,420304.0000000
1589.2784699,1706.0823890,1702.4076422,456961.0000000
1706.0823890,1831.4708047,1827.7960579,501704.0000000
1831.4708047,1966.0746339,1962.3998871,551260.0000000
1966.0746339,2110.5711629,2106.8964161,587366.0000000
2110.5711629,2265.6874550,2262.0127082,580555.0000000
2265.6874550,2432.2040091,2428.5292623,570851.0000000
2432.2040091,2610.9586866,2607.2839398,565776.0000000
2610.9586866,2802.8509276,2799.1761809,560531.0000000
2802.8509276,3008.8462766,3005.1715299,548724.0000000
3008.8462766,3229.9812406,3226.3064938,531219.0000000
3229.9812406,3467.3685045,3463.6937577,512350.0000000
3467.3685045,3722.2025302,3718.5277834,495597.0000000
3722.2025302,3995.7655662,3992.0908194,478100.0000000
3995.7655662,4289.4341000,4285.7593532,450461.0000000
4289.4341000,4604.6857838,4601.0110370,412716.0000000
4604.6857838,4943.1068699,4939.4321231,372795.0000000
4943.1068699,5306.4001919,5302.7254452,341599.0000000
5306.4001919,5696.3937334,5692.7189866,302200.0000000
5696.3937334,6115.0498252,6111.3750784,246585.0000000
6115.0498252,6564.4750195,6560.8002727,200396.0000000
6564.4750195,7046.9306897,7043.2559429,164524.0000000
7046.9306897,7564.8444083,7561.1696615,142135.0000000
7564.8444083,8120.8221625,8117.1474157,126950.0000000
8120.8221625,8717.6614660,8713.9867192,113102.0000000
8717.6614660,9358.3654358,9354.6906890,100901.0000000
9358.3654358,10046.1579028,10042.4831560,89678.0000000
10046.1579028,10784.4996329,10780.8248861,80513.0000000
10784.4996329,11577.1057412,11573.4309944,73681.0000000
11577.1057412,12427.9643844,12424.2896376,68273.0000000
12427.9643844,13341.3568290,13337.6820822,62487.0000000
13341.3568290,14321.8789927,14318.2042459,57638.0000000
14321.8789927,15374.4645699,15370.7898231,52039.0000000
15374.4645699,16504.4098565,16500.7351097,46656.0000000
16504.4098565,17717.4003994,17713.7256526,39856.0000000
17717.4003994,19019.5396044,19015.8648576,34479.0000000
19019.5396044,20417.3794467,20413.7046999,28654.0000000
20417.3794467,21917.9534384,21914.2786917,24946.0000000
21917.9534384,23528.8120194,23525.1372726,21708.0000000
23528.8120194,25258.0605483,25254.3858015,17369.0000000
25258.0605483,27114.4000869,27110.7253401,14072.0000000
27114.4000869,29107.1711807,29103.4964339,10979.0000000
29107.1711807,31246.4008581,31242.7261113,8830.0000000
31246.4008581,33542.8530833,33539.1783365,7264.0000000
33542.8530833,36008.0829173,36004.4081706,6368.0000000
36008.0829173,38654.4946598,38650.8199130,5745.0000000
38654.4946598,41495.4042634,41491.7295166,4717.0000000
41495.4042634,44545.1063360,44541.4315892,4130.0000000
44545.1063360,47818.9460666,47815.2713198,3375.0000000
47818.9460666,51333.3964380,51329.7216912,2696.0000000
51333.3964380,55106.1411139,55102.4663671,2183.0000000
55106.1411139,59156.1634175,59152.4886708,1753.0000000
59156.1634175,63503.8418504,63500.1671036,1365.0000000
63503.8418504,68171.0526306,68167.3778838,1096.0000000
68171.0526306,73181.2797674,73177.6050207,917.0000000
73181.2797674,78559.7332261,78556.0584793,956.0000000
78559.7332261,84333.4757764,84329.8010296,592.0000000
84333.4757764,90531.5591648,90527.8844181,74.0000000
90531.5591648,97185.1702940,97181.4955472,0.0000000
97185.1702940,104327.7881460,104324.1133992,0.0000000
104327.7881460,111995.3522385,111991.6774917,0.0000000
111995.3522385,120226.4434617,120222.7687150,0.0000000
