0.10000,0.11749,0.10874,0.00000
0.11749,0.13804,0.12929,0.00000
0.13804,0.16218,0.15344,0.00000
0.16218,0.19055,0.18180,0.00000
0.19055,0.22387,0.21513,0.00000
0.22387,0.26303,0.25428,2.00000
0.26303,0.30903,0.30028,2.00000
0.30903,0.36308,0.35433,4.00000
0.36308,0.42658,0.41783,3.00000
0.42658,0.50119,0.49244,4.00000
0.50119,0.58884,0.58010,5.00000
0.58884,0.69183,0.68309,10.00000
0.69183,0.81283,0.80409,13.00000
0.81283,0.95499,0.94625,7.00000
0.95499,1.12202,1.11327,20.00000
1.12202,1.31826,1.30951,27.00000
1.31826,1.54882,1.54007,23.00000
1.54882,1.81970,1.81096,39.00000
1.81970,2.13796,2.12922,51.00000
2.13796,2.51189,2.50314,79.00000
2.51189,2.95121,2.94246,75.00000
2.95121,3.46737,3.45862,125.00000
3.46737,4.07380,4.06506,187.00000
4.07380,4.78630,4.77756,253.00000
4.78630,5.62341,5.61467,334.00000
5.62341,6.60693,6.59819,423.00000
6.60693,7.76247,7.75373,540.00000
7.76247,9.12011,9.11136,722.00000
9.12011,10.71519,10.70645,985.00000
10.71519,12.58925,12.58051,1319.00000
12.58925,14.79108,14.78234,1648.00000
14.79108,17.37801,17.36926,2209.00000
17.37801,20.41738,20.40863,2967.00000
20.41738,23.98833,23.97958,3927.00000
23.98833,28.18383,28.17508,5066.00000
28.18383,33.11311,33.10437,6680.00000
33.11311,38.90451,38.89577,8396.00000
38.90451,45.70882,45.70007,10825.00000
45.70882,53.70318,53.69443,13847.00000
53.70318,63.09573,63.08699,17367.00000
63.09573,74.13102,74.12228,21731.00000
74.13102,87.09636,87.08761,27167.00000
87.09636,102.32930,102.32055,33179.00000
102.32930,120.22644,120.21770,39863.00000
120.22644,141.25375,141.24501,48695.00000
141.25375,165.95869,165.94995,58142.00000
165.95869,194.98446,194.97572,68881.00000
194.98446,229.08677,229.07802,81083.00000
229.08677,269.15348,269.14474,94225.00000
269.15348,316.22777,316.21902,108669.00000
316.22777,371.53523,371.52648,123922.00000
371.53523,436.51583,436.50709,139863.00000
436.51583,512.86138,512.85264,158702.00000
512.86138,602.55959,602.55084,178705.00000
602.55959,707.94578,707.93704,196241.00000
707.94578,831.76377,831.75503,212794.00000
831.76377,977.23722,977.22848,232742.00000
977.23722,1148.15362,1148.14488,259277.00000
1148.15362,1348.96288,1348.95414,285936.00000
1348.96288,1584.89319,1584.88445,310399.00000
1584.89319,1862.08714,1862.07839,327652.00000
1862.08714,2187.76162,2187.75288,338421.00000
2187.76162,2570.39578,2570.38704,348110.00000
2570.39578,3019.95172,3019.94298,346248.00000
3019.95172,3548.13389,3548.12515,333502.00000
3548.13389,4168.69383,4168.68509,319116.00000
4168.69383,4897.78819,4897.77945,289291.00000
4897.78819,5754.39937,5754.39063,265784.00000
5754.39937,6760.82975,6760.82101,237552.00000
6760.82975,7943.28235,7943.27360,228492.00000
7943.28235,9332.54301,9332.53426,206003.00000
9332.54301,10964.78196,10964.77322,191307.00000
10964.78196,12882.49552,12882.48677,179693.00000
12882.49552,15135.61248,15135.60374,148724.00000
15135.61248,17782.79410,17782.78536,128231.00000
17782.79410,20892.96131,20892.95256,105862.00000
20892.96131,24547.08916,24547.08041,73248.00000
24547.08916,28840.31503,28840.30629,59507.00000
28840.31503,33884.41561,33884.40687,43911.00000
33884.41561,39810.71706,39810.70831,37054.00000
39810.71706,46773.51413,46773.50538,27524.00000
46773.51413,54954.08739,54954.07864,22399.00000
54954.08739,64565.42290,64565.41416,15125.00000
64565.42290,75857.75750,75857.74876,11768.00000
75857.75750,89125.09381,89125.08507,8521.00000
89125.09381,104712.85481,104712.84606,6759.00000
104712.85481,123026.87708,123026.86834,4108.00000
123026.87708,144543.97707,144543.96833,0.00000
144543.97707,169824.36525,169824.35650,0.00000
169824.36525,199526.23150,199526.22275,0.00000
199526.23150,234422.88153,234422.87279,0.00000
234422.88153,275422.87033,275422.86159,0.00000
275422.87033,323593.65693,323593.64818,0.00000
323593.65693,380189.39632,380189.38758,0.00000
380189.39632,446683.59215,446683.58341,0.00000
446683.59215,524807.46025,524807.45150,0.00000
524807.46025,616595.00186,616594.99312,0.00000
616595.00186,724435.96007,724435.95133,0.00000
724435.96007,851138.03820,851138.02946,0.00000
851138.03820,1000000.00000,999999.99126,0.00000
