0.00000,0.00818,0.00409,104.00000
0.00818,0.01636,0.01227,131.00000
0.01636,0.02454,0.02045,117.00000
0.02454,0.03272,0.02863,108.00000
0.03272,0.04090,0.03681,99.00000
0.04090,0.04908,0.04499,92.00000
0.04908,0.05726,0.05317,79.00000
0.05726,0.06544,0.06135,93.00000
0.06544,0.07362,0.06953,102.00000
0.07362,0.08180,0.07771,96.00000
0.08180,0.08998,0.08589,85.00000
0.08998,0.09816,0.09407,83.00000
0.09816,0.10634,0.10225,82.00000
0.10634,0.11452,0.11043,81.00000
0.11452,0.12270,0.11861,87.00000
0.12270,0.13088,0.12679,108.00000
0.13088,0.13906,0.13497,88.00000
0.13906,0.14724,0.14315,87.00000
0.14724,0.15542,0.15133,101.00000
0.15542,0.16360,0.15951,81.00000
0.16360,0.17178,0.16769,77.00000
0.17178,0.17996,0.17587,63.00000
0.17996,0.18814,0.18405,73.00000
0.18814,0.19632,0.19223,75.00000
0.19632,0.20450,0.20041,85.00000
0.20450,0.21268,0.20859,72.00000
0.21268,0.22086,0.21677,64.00000
0.22086,0.22904,0.22495,84.00000
0.22904,0.23722,0.23313,68.00000
0.23722,0.24540,0.24131,75.00000
0.24540,0.25358,0.24949,67.00000
0.25358,0.26176,0.25767,54.00000
0.26176,0.26994,0.26585,58.00000
0.26994,0.27812,0.27403,73.00000
0.27812,0.28630,0.28221,76.00000
0.28630,0.29448,0.29039,73.00000
0.29448,0.30266,0.29857,45.00000
0.30266,0.31084,0.30675,58.00000
0.31084,0.31902,0.31493,49.00000
0.31902,0.32720,0.32311,68.00000
0.32720,0.33538,0.33129,51.00000
0.33538,0.34356,0.33947,50.00000
0.34356,0.35174,0.34765,59.00000
0.35174,0.35992,0.35583,42.00000
0.35992,0.36810,0.36401,50.00000
0.36810,0.37628,0.37219,65.00000
0.37628,0.38446,0.38037,45.00000
0.38446,0.39264,0.38855,51.00000
0.39264,0.40082,0.39673,50.00000
0.40082,0.40900,0.40491,44.00000
0.40900,0.41718,0.41309,42.00000
0.41718,0.42536,0.42127,48.00000
0.42536,0.43354,0.42945,41.00000
0.43354,0.44172,0.43763,30.00000
0.44172,0.44990,0.44581,36.00000
0.44990,0.45808,0.45399,41.00000
0.45808,0.46626,0.46217,32.00000
0.46626,0.47444,0.47035,43.00000
0.47444,0.48262,0.47853,36.00000
0.48262,0.49080,0.48671,31.00000
0.49080,0.49898,0.49489,26.00000
0.49898,0.50716,0.50307,30.00000
0.50716,0.51534,0.51125,24.00000
0.51534,0.52352,0.51943,27.00000
0.52352,0.53170,0.52761,30.00000
0.53170,0.53988,0.53579,22.00000
0.53988,0.54806,0.54397,25.00000
0.54806,0.55624,0.55215,28.00000
0.55624,0.56442,0.56033,34.00000
0.56442,0.57260,0.56851,19.00000
0.57260,0.58078,0.57669,17.00000
0.58078,0.58896,0.58487,24.00000
0.58896,0.59714,0.59305,22.00000
0.59714,0.60532,0.60123,8.00000
0.60532,0.61350,0.60941,20.00000
0.61350,0.62168,0.61759,21.00000
0.62168,0.62986,0.62577,13.00000
0.62986,0.63804,0.63395,16.00000
0.63804,0.64622,0.64213,7.00000
0.64622,0.65440,0.65031,11.00000
0.65440,0.66258,0.65849,12.00000
0.66258,0.67076,0.66667,14.00000
0.67076,0.67894,0.67485,9.00000
0.67894,0.68712,0.68303,9.00000
0.68712,0.69530,0.69121,11.00000
0.69530,0.70348,0.69939,9.00000
0.70348,0.71166,0.70757,9.00000
0.71166,0.71984,0.71575,10.00000
0.71984,0.72802,0.72393,1.00000
0.72802,0.73620,0.73211,5.00000
0.73620,0.74438,0.74029,3.00000
0.74438,0.75256,0.74847,9.00000
0.75256,0.76074,0.75665,3.00000
0.76074,0.76892,0.76483,1.00000
0.76892,0.77710,0.77301,0.00000
0.77710,0.78528,0.78119,0.00000
0.78528,0.79346,0.78937,3.00000
0.79346,0.80164,0.79755,0.00000
0.80164,0.80982,0.80573,2.00000
0.80982,0.81800,0.81391,2.00000
